學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
106,私立,技專校院,1034,弘光科技大學,五專,264,18,246
106,私立,技專校院,1034,弘光科技大學,碩士班(日間),191,55,136
106,私立,技專校院,1034,弘光科技大學,碩士在職專班,101,29,72
106,私立,一般大學,1035,中國醫藥大學,學士班(日間),6395,2901,3494
106,私立,一般大學,1035,中國醫藥大學,學士班(進修),66,11,55
106,私立,一般大學,1035,中國醫藥大學,博士班,373,228,145
106,私立,一般大學,1035,中國醫藥大學,碩士班(日間),560,214,346
106,私立,一般大學,1035,中國醫藥大學,碩士在職專班,74,29,45
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),6998,4519,2479
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3419,2181,1238
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),279,199,80
106,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),1,1,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,26,25,1
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,42,32,10
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),6886,4085,2801
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),385,229,156
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,172,108,64
106,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),225,176,49
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),9223,5281,3942
106,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,12,12,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),6136,3218,2918
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),140,80,60
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),4087,2243,1844
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,109,63,46
106,私立,一般大學,1039,玄奘大學,學士班(進修),491,223,268
106,私立,一般大學,1039,玄奘大學,碩士班(日間),305,141,164
106,私立,一般大學,1039,玄奘大學,碩士在職專班,175,66,109
106,私立,一般大學,1039,玄奘大學,學士班(日間),3389,1473,1916
106,私立,一般大學,1039,玄奘大學,博士班,7,5,2
106,私立,技專校院,1040,建國科技大學,學士班(日間),5579,3548,2031
106,私立,技專校院,1040,建國科技大學,碩士班(日間),166,90,76
106,私立,技專校院,1040,建國科技大學,學士班(進修),2094,1514,580
106,私立,技專校院,1041,明志科技大學,學士班(進修),489,363,126
106,私立,技專校院,1041,明志科技大學,博士班,5,4,1
106,私立,技專校院,1041,明志科技大學,碩士班(日間),432,319,113
106,私立,技專校院,1041,明志科技大學,碩士在職專班,31,29,2
106,私立,技專校院,1041,明志科技大學,學士班(日間),3604,2552,1052
106,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(日間),3834,2739,1095
106,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,學士班(進修),1407,1014,393
106,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士班(日間),126,89,37
106,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,碩士在職專班,220,158,62
106,私立,技專校院,1043,大仁科技大學,碩士班(日間),67,38,29
106,私立,技專校院,1043,大仁科技大學,碩士在職專班,153,85,68
106,私立,技專校院,1043,大仁科技大學,學士班(日間),4587,2167,2420
106,私立,技專校院,1043,大仁科技大學,學士班(進修),1808,680,1128
106,私立,技專校院,1044,聖約翰科技大學,學士班(日間),3348,2283,1065
106,私立,技專校院,1044,聖約翰科技大學,學士班(進修),138,77,61
106,私立,技專校院,1044,聖約翰科技大學,五專,278,212,66
106,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,69,47,22
106,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),134,116,18
106,私立,技專校院,1045,嶺東科技大學,學士班(進修),2622,1361,1261
106,私立,技專校院,1045,嶺東科技大學,碩士班(日間),232,108,124
106,私立,技專校院,1045,嶺東科技大學,碩士在職專班,123,84,39
106,私立,技專校院,1045,嶺東科技大學,學士班(日間),7335,2794,4541
106,私立,技專校院,1046,中國科技大學,學士班(日間),8710,3697,5013
106,私立,技專校院,1046,中國科技大學,學士班(進修),2057,1104,953
106,私立,技專校院,1046,中國科技大學,碩士班(日間),156,89,67
106,私立,技專校院,1046,中國科技大學,碩士在職專班,46,32,14
106,私立,技專校院,1047,中臺科技大學,學士班(進修),2746,771,1975
106,私立,技專校院,1047,中臺科技大學,碩士班(日間),138,48,90
106,私立,技專校院,1047,中臺科技大學,碩士在職專班,243,41,202
106,私立,技專校院,1047,中臺科技大學,學士班(日間),5860,2234,3626
106,私立,技專校院,1047,中臺科技大學,博士班,20,18,2
106,私立,一般大學,1048,亞洲大學,學士班(日間),9893,3778,6115
106,私立,一般大學,1048,亞洲大學,學士班(進修),1051,497,554
106,私立,一般大學,1048,亞洲大學,碩士在職專班,397,225,172
106,私立,一般大學,1048,亞洲大學,博士班,182,114,68
106,私立,一般大學,1048,亞洲大學,碩士班(日間),600,264,336
106,私立,一般大學,1049,開南大學,學士班(日間),5627,2761,2866
106,私立,一般大學,1049,開南大學,學士班(進修),1139,626,513
106,私立,一般大學,1049,開南大學,碩士班(日間),221,121,100
106,私立,一般大學,1049,開南大學,碩士在職專班,343,225,118
106,私立,一般大學,1050,佛光大學,學士班(日間),3050,1447,1603
106,私立,一般大學,1050,佛光大學,博士班,56,25,31
106,私立,一般大學,1050,佛光大學,碩士班(日間),529,220,309
106,私立,一般大學,1050,佛光大學,碩士在職專班,187,109,78
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),2530,843,1687
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),118,27,91
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,120,28,92
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),8784,2471,6313
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,1181,237,944
106,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(進修),664,465,199
106,私立,技專校院,1052,中信金學校財團法人中信科技大學,碩士班(日間),210,146,64
106,私立,技專校院,1052,中信金學校財團法人中信科技大學,碩士在職專班,29,28,1
106,私立,技專校院,1052,中信金學校財團法人中信科技大學,二專(進修),40,38,2
106,私立,技專校院,1052,中信金學校財團法人中信科技大學,學士班(日間),5304,3386,1918
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),1310,561,749
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),217,101,116
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,32,12,20
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),4878,2243,2635
106,私立,技專校院,1054,景文科技大學,學士班(進修),1813,861,952
106,私立,技專校院,1054,景文科技大學,碩士班(日間),61,41,20
106,私立,技專校院,1054,景文科技大學,碩士在職專班,97,61,36
106,私立,技專校院,1054,景文科技大學,學士班(日間),5328,2379,2949
106,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),112,58,54
106,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,18,9,9
106,私立,技專校院,1055,中華醫事科技大學,二專(日間),110,62,48
106,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4777,1944,2833
106,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1554,528,1026
106,私立,技專校院,1055,中華醫事科技大學,五專,2669,573,2096
106,私立,技專校院,1056,東南科技大學,學士班(進修),448,353,95
106,私立,技專校院,1056,東南科技大學,碩士班(日間),155,126,29
106,私立,技專校院,1056,東南科技大學,碩士在職專班,58,48,10
106,私立,技專校院,1056,東南科技大學,學士班(日間),5580,3705,1875
106,私立,技專校院,1057,德明財經科技大學,學士班(日間),7218,2769,4449
106,私立,技專校院,1057,德明財經科技大學,碩士班(日間),54,35,19
106,私立,技專校院,1057,德明財經科技大學,碩士在職專班,62,35,27
106,私立,技專校院,1057,德明財經科技大學,學士班(進修),1086,524,562
106,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),206,106,100
106,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,74,25,49
106,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),3214,1824,1390
106,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),955,608,347
106,私立,一般大學,1058,明道學校財團法人明道大學,博士班,20,11,9
106,私立,技專校院,1060,南開科技大學,學士班(進修),865,552,313
106,私立,技專校院,1060,南開科技大學,碩士班(日間),109,74,35
106,私立,技專校院,1060,南開科技大學,學士班(日間),3233,2154,1079
106,私立,技專校院,1060,南開科技大學,五專,906,730,176
106,私立,技專校院,1060,南開科技大學,碩士在職專班,104,41,63
106,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),15,2,13
106,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),1136,839,297
106,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),228,170,58
106,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,100,76,24
106,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),5059,3332,1727
106,私立,技專校院,1062,僑光科技大學,二專(進修),17,9,8
106,私立,技專校院,1062,僑光科技大學,學士班(日間),6549,2569,3980
106,私立,技專校院,1062,僑光科技大學,學士班(進修),4206,2218,1988
106,私立,技專校院,1062,僑光科技大學,五專,1,1,0
106,私立,技專校院,1062,僑光科技大學,碩士班(日間),50,24,26
106,私立,技專校院,1062,僑光科技大學,碩士在職專班,33,24,9
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),2678,1279,1399
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),1597,808,789
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),127,71,56
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,180,102,78
106,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,1770,217,1553
106,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),24,19,5
106,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),3658,1478,2180
106,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),1668,419,1249
106,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士在職專班,212,75,137
106,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),134,55,79
106,私立,技專校院,1065,吳鳳科技大學,學士班(日間),3624,2474,1150
106,私立,技專校院,1065,吳鳳科技大學,學士班(進修),954,713,241
106,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),61,37,24
106,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,70,41,29
106,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士在職專班,49,34,15
106,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),242,131,111
106,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),3555,1692,1863
106,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),1308,600,708
106,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),141,72,69
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),2172,1123,1049
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),498,303,195
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,碩士班(日間),60,23,37
106,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),1964,1152,812
106,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),1425,728,697
106,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士班(日間),53,39,14
